sentence,sentiment,topic
"cá nhân em nh?n th?y cô r?t t?n tâm và có chuyên môn cao , tuy nhiên kh? n?ng truy?n ??t c?a cô ch?a t?t cùng v?i ngôn ng? ??a ph??ng mà cô s? d?ng khi?n cho sinh viên m?t ?i h?ng thú h?c t?p , h?c r?t là bu?n ng? và khó hi?u bài gi?ng .",0,0
th?y nên nói tr??c v? cách ch?m ?i?m bài thi .,0,0
???c h?c th?y là m?t ni?m vinh h?nh .,1,0
th?y gi?ng d?y hay và hi?u qu? .,1,0
gi?i ?áp th?c m?c chi ti?t khi h?i bài .,1,0
"t?n tâm , ?i ?úng gi? , quá trình h?c sinh ??ng d? hi?u .",1,0
ngh? nhi?u .,0,0
"mong cô c?i thi?n cách d?y h?c c?a cô , cho h?c sinh thêm h?ng thú t?i l?p ( d?ng áp d?ng vi?c ?i?m danh b?t bu?c h?c sinh ?i h?c ) .",0,0
th?y gi?ng ch?a thu hút .,0,0
"cô t?n tâm , có nh?ng chu?n m?c t?t ??p c?a m?t nhà giáo .",1,1
"th?y d?y r?t d? hi?u , em c?m ?n th?y .",1,0
"th?y không dùng slide bài gi?ng ?? d?y , nh?ng phong cách d?y c?a th?y r?t tuy?t v?i , r?t hay và d? hi?u .",1,0
r?t hài lòng v? cách th?c gi?ng d?y c?a giáo viên .,1,0
gi?ng viên lên l?p không ?úng gi? .,0,0
"cô hay ??o l?n gi?a slide ti?ng anh và ti?ng vi?t làm vi?c theo dõi n?i dung h?i khó , ngoài ra cách cô d?y không ph?i là khó ti?p thu mà t?i vì cô không t?o ???c s? tho?i mái trong ti?t h?c làm cho chúng em không có h?ng h?c t?p .",0,0
"c?p nh?t bài gi?ng trên trang coursedotuitdotedudotvn ??y ?? , có bài t?p hàng tu?n .",1,1
"giáo viên ?a nhìn , ??m b?o s? bu?i lên l?p .",1,0
"dù cô r?t nhi?t tình , mu?n truy?n ??t nhi?u h?n n?a cho sinh viên nh?ng cô nên phân b? th?i gian d?y h?p lý h?n và gi?ng nh?ng ?i?u quan tr?ng , còn nh?ng ?i?u bên l? ?? b? sung ki?n th?c cho sinh viên thì cô nên ?? th?i gian còn nhi?u thì m?i nói thêm , không nên l?p ?i l?p l?i quá nhi?u m?t câu nói , gây t?n th?i gian colonsmile .",0,0
quá c?ng nh?c trong quá trình cho ?i?m .,0,0
c?n post thêm nhi?u bài t?p liên quan ??n n?i dung môn h?c trên web ?? sinh viên thu?n ti?n down v? và làm .,0,1
"gi?ng bài d? hi?u , thân thi?n .",1,0
th?y d?y vui và t?t .,1,0
"giáo viên nhi?t tình h??ng d?n , c?p nh?t ki?n th?c m?i .",1,0
th?y giáo tuy?t v?i .,1,0
nên xen k? các ti?t lý thuy?t và thuy?t trình ch? không ch? thuy?t trình t? lúc b?t ??u ??n lúc k?t thúc môn h?c .,0,0
"d?y hay , r?t vui tính , quan tâm sinh viên .",1,0
?i?u mà em không hài nh?t ?ó là gi?ng viên gi?ng bài còn khó hi?u .,0,0
em hy v?ng th?y s? n?ng ??ng h?n .,0,0
c?n cho sinh viên th?o lu?n nhi?u h?n .,0,0
"nh?ng ?a s? các b?n trong l?p thì không hi?u , cô c?n có ph??ng pháp d?y t?t h?n .",0,0
"em th?y nó r?t c?n thi?t sau này , em ?? ngh? v?i v?n phòng ch??ng trình ??c bi?t n?m sau l?i ti?p t?c m?i th?y v? d?y .",0,1
"cho làm bài t?p nhi?u , nên d? vô bài l?m .",1,0
"th?y gi?ng d?y r?t nhi?t tình , hi?u tâm lý sinh viên và r?t vui tính .",1,0
th?t ?áng bu?n !,0,3
"cô d? th??ng , ??n l?p ?úng gi? , và luôn thay ??i ph??ng pháp , khi?n sinh viên c?m th?y tho?i mái khi h?c ti?ng anh .",1,0
hi?n và nhi?t tình .,1,0
th?c hành c?n ???c quan tâm h?n .,0,1
lý thuy?t quá nhi?u nh?ng không có th?i gian ?? s?a bài t?p .,0,1
cô d?y r?t t?n tình .,1,0
"th?y gi?ng d?y r?t phù h?p v?i ??i s?ng th?c ti?n , cung c?p ki?n th?c d? xin vi?c làm h?n .",1,0
ph?n nghe nói ???c c?i thi?n .,1,1
"nên phân b? th?i gian h?p th?c hành s?m h?n , sau khi vào h?c chính kho?ng m?t tháng , c?n tránh các ngày thi gi?a k? ngày l? vì v?a r?i nhi?u hôm th?c hành trúng vào các ngày này , phòng th?c hành còn nóng và b?i b?m , máy chi?u tuy v?n th?y nh? là khá m? , n?u ng?i xa hay tr?i sáng quá s? không th?y rõ .",0,1
"gi?ng viên c?n h?n ch? vi?c b? l?p trong gi? h?c , h?n ch? t?i m?c t?i ?a vi?c nghe ?i?n tho?i trong khi lên l?p và c?n chú tâm h?n khi ?ang gi?ng d?y , gi? nào vi?c ?ó !",0,0
style ch?t ( y ) .,1,3
th?y d?y gi?i .,1,0
gi?ng lý thuy?t h?i nhanh .,0,0
"cô quan tâm sinh viên , h?t lòng vì công vi?c , vui v? .",1,0
"?ôi khi bài th?c hành và lý thuy?t không kh?p gì nhau c? , có 2 tu?n l?p th?c hành h?c tr??c lý thuy?t .",0,1
"d? hi?u , nhi?t tình vui tính .",1,0
n?i dung bài gi?ng trên l?p r?t liên quan ??n n?i dung thi .,1,1
"?úng ch?t "" anh "" th?y .",1,0
do môn h?c khá khô khan nên em mong th?y liên h? thêm nhi?u ví d? th?c t? h?n ?? sinh viên d? n?m b?t n?i dung bài gi?ng .,0,0
"h?c th?c hành c?ng là h?c , mà sao th?y vô l?p c? ng?i yên m?t ch? , up bài lên course xong .",0,0
chúc th?y luôn t?n tình v?i sinh viên c?a mình nh? v?y .,1,0
"h?u h?t các môn h?c ??u r?t tr?m , ?a s? sinh viên chi ??n l?p cho ?? buôi , th?y cô b?o ??m gi? d?y trên l?p nh?ng không t?o ???c cao trào cho bu?i h?c .",0,0
th?y tuy?t v?i .,1,0
t??ng tác bài t?p trên moodle khá t?t .,1,0
"hay cho ngh? , m?t ti?t .",0,0
c?n có s? thay ??i trong các file tài li?u cung c?p cho sinh viên ví d? nh? c?n nhi?u ví d? ho?c các bài t?p t? d? ??n khó h?n ?? sinh viên t? ch? ??ng trong vi?c h?c s? giúp sinh viên nh? lâu h?n .,0,1
th?y r?t ân c?n r?t tâm huy?t v?i môn h?c .,1,0
"th?y r?t t?n tâm , c?ng nh? nhi?t tình truy?n ??t ki?n th?c cho sinh viên !",1,0
"th?y r?t nhi?t tình , gi?ng c?n k? .",1,0
"th?y gi?ng d? hi?u , nhi?u minh ho? th?c t? .",1,0
n?u máy tính b? h? ho?c b?n vi?c ??t xu?t coi nh? b? tr? deadline .,0,0
th?y d?y r?t vui và hay .,1,0
bài t?p c?n bám sát trên lý thuy?t h?n .,0,1
"th?y nhi?t tình , d? hi?u , vui tính .",1,0
"ch??ng trình c?a môn khá n?ng ? nh?ng ph?n cu?i , c?n gi?m t?i m?t s? ph?n ?? có hi?u qu? trong vi?c ti?p thu .",0,1
d?y ch? trong slide không b? sung kiên th?c hay gi?i bài t?p .,0,0
"th?y gi?ng bài ch?a cu?n hút , h?p d?n , d? làm sinh viên chán và bu?n ng? .",0,0
"gi?ng viên thân thi?n , hoà ??ng , t?n tình v?i sinh viên .",1,0
th?y gi?ng bài r?t hay .,1,0
em ngh? c?n có nh?ng gi?i pháp ??c bi?t giúp nh?ng sinh viên d??i t?nh lên thành ph? h?c t?p t?t anh v?n .,0,1
cô nên làm các bài t?p m?u nhi?u h?n .,0,0
th?y d?y ?úng bài .,1,0
"th?y hi?n d? ch?u , tho?i mái , vui tính .",1,0
"gi?ng viên d?y d? hi?u , gây thi?n c?m .",1,0
th?y hi?n và nhi?t tình .,1,0
th?i gian k?t thúc bu?i h?c là 10h30 nh?ng cô v?n t?n tâm b? ra 30 phút ?? d?y thêm .,1,0
"th?y d?y r?t nhi?t tình , hay , h?p d?n , lôi cu?n .",1,0
gi?ng viên gi?ng bài h?i khó hi?u .,0,0
cô d?y liên h? th?c t? .,1,0
th?y ?i tr? r?t nhi?u l?n .,0,0
các phòng lab c?n có wifi ?? m?nh ?? ph?c v? t?t cho quá trình th?c hành .,0,2
c?n phòng h?c và thi?t b? t?t h?n .,0,2
bài t?p còn h?i ít .,0,1
th??ng cho ngh? .,0,0
truy?n ??t chính xác cho sinh viên nh?ng ki?n th?c c?n thi?t c?a môn h?c .,1,0
gi?ng viên t?n tâm nhi?t tình và kh? n?ng truy?n ??t t?t .,1,0
bài t?p c? th? .,1,1
"th?y d?y nhi?t tình , gi?ng d? hi?u .",1,0
th??ng xuyên b?o trì nâng c?p các ch??ng trình máy tính .,0,2
"ph??ng pháp gi?ng d?y hi?u qu? , gi?i ?áp th?c m?c t?n tình c? th? .",1,0
"cách d?y k? qu?c , khó hi?u .",0,0
"gi?ng viên r?t nhi?t tình , h??ng d?n t?n tâm cho sinh viên .",1,0
không th?c hành .,0,1
m?t s? n?i dung gi?ng viên l??t qua khá nhanh .,0,0
gi?ng viên d?y r?t vui tính .,1,0
"giáo viên d?y t?n tình , d? hi?u , truy?n ??t ph??ng pháp h?c c?ng nh? cách gi?i quy?t bài toán ??n h?c sinh r?t k? .",1,0
tích c?c trong gi?ng d?y .,1,0
"gi?ng viên nhi?t tình , hay s?a l?i cho sinh viên .",1,0
"giáo viên ngh? quá nhi?u , vi?c h?c bù c?ng ph?c t?p , vì trùng gi? v?i l?p h?c bù khác , c?n gi?ng d?y ??y ?? h?n .",0,0
tài li?u tham kh?o ??y ?? .,1,1
nâng cao k? n?ng nghe .,1,1
"n?i dung truy?n ??t c?a gi?ng viên h?i dài dòng , lan man .",0,0
nên gi?m th?i l??ng môn h?c còn 7 tu?n và t?ng th?i gian m?i bu?i h?c lên 4 ti?t .,0,1
gi?ng viên ch?a chu?n b? ?? ki?n th?c c?ng nh? giáo trình .,0,0
truy?n d?t t?t .,1,3
"mà ch? y?u t?p trung vào ph?n qu?n lý thao tác ?ã ???c h?c trong môn h? qu?n tr? c? s? d? li?u trong khi ?ó theo ?? c??ng môn h?c ch? d?y m?t bu?i , mà gi?ng viên d?y nhi?u bu?i .",0,1
ví d? doubledot lý thuy?t ch?a h?c mà ?ã cho th?c hành .,0,1
nên không gây quá nhi?u áp l?c .,0,0
không cho th?i gian báo cáo rõ ràng .,0,0
gi?ng bài c?m th?y r?t bu?n ng? .,1,0
d?y r?t hay và nhi?t tình .,1,0
"d?y t? t? , chi ti?t .",1,0
th?y quá b?n .,0,0
có nhi?u bài t?p giúp sinh viên th?c hành nhi?u t? ?ó n?m ???c ki?n th?c môn h?c .,1,1
"thi?t ngh? , nên chia th?i gian h?c ra thành 2 bu?i , m?i bu?i 2 ti?t !",0,1
cách truy?n ??t không gây h?ng thú .,0,0
ch??ng trình h?i nhanh so v?i lý thuy?t .,0,1
bu?i h?c tr??c bu?i cu?i cùng cô wzjwz132 nói bu?i sau ?i h?c nh?ng b?n nào không ?i c?ng ???c vì không có ?i?m danh nh?ng sau ?ó thì không có ng??i d?y và c?ng không thông báo ngh? .,0,0
giáo viên v?n nhi?t tình m?c dù có m?t s? thành ph?n không l?ng nghe .,1,0
"các bài th?c hành th??ng r?t khó , quá t?m hi?n t?i c?a các sinh viên , d?n ??n các sinh viên th??ng n?n chí và h?u nh? b? ?i 20% s? ?i?m c?a môn th?c hành !",0,1
"gi?ng viên nhi?t tình , thân thi?n , vui tính .",1,0
h? th?ng máy chi?u c?n c?i thi?n .,0,2
"th?y là ng??i vui tính , t?ng h?p ki?n th?c r?t khoa h?c .",1,0
cách c?ng ?i?m nh? v?y làm m?t th?i gian trong quá trình h?c .,0,0
các ti?t h?c c?a cô r?t sôi ??ng và làm em r?t hài lòng v?i kh? n?ng gi?ng d?y c?a cô .,1,0
"th?y nhi?t tình d?y gi?i , cung c?p tài li?u cho sinh viên ??y ?? d? hi?u .",1,0
c?n bài t?p thêm vê nhà .,0,1
"giáo viên nhi?t tình , ?i d?y ?úng gi? .",1,0
n?i dung môn h?c c?n m? r?ng h?n .,0,1
b? ch?m ho?c b? treo máy gi?a ch?ng .,0,2
c?n có s? k?t h?p ?? ch??ng lý thuy?t k?p v?i th?c hành .,0,1
"hy v?ng l?n sau sinh viên không nh?n ???c câu "" ?âu có ai h?i tôi ?âu mà nói "" c?a gi?ng viên khi sinh viên nói là không bi?t ?? thi là ?? m? .",0,0
ph?n h?c n?i dung ch??ng trình ?ào t?o c?a m?i khoa quá th?a .,0,1
cô d?y r?t tuy?t .,1,0
th?y hài h??c vui v? nhi?t tình .,1,0
gi?ng viên truy?n ??t hay .,1,0
th?y nhi?t tình h??ng d?n t?ng sinh viên .,1,0
không thích ph??ng pháp d?y c?a th?y !,0,0
gi?ng viên thân thi?n vui v? g?n g?i v?i sinh viên .,1,0
"ch?m ?i?m khó vì ph?i k?t qu? ?úng m?i ch?m ?i?m , không ch?m ?i?m t?ng b??c .",0,0
"th?y gi?ng d? hi?u , gây s? t?p trung , ki?n th?c r?ng và b? ích .",1,0
"th?y r?t hi?n và nhi?t tình quan tâm giúp ?? chúng em , nh?t là trong gi? th?c hành nên em r?t quý th?y .",1,0
"th?y nên chu?n b? bài tr??c khi lên l?p , và s? d?ng gi? lên l?p hi?u qu? , làm cho sao sinh viên hi?u ???c n?i dung môn h?c .",0,0
"th?y r?t d? ch?u , gi?i thi?u v? th?c t? bên ngoài nhi?u !",1,0
"nhi?t tình , tho?i mái .",1,0
có nh?ng cách gi?ng sinh ??ng d? hi?u .,1,0
"ch? d?y ng? pháp , ti?ng anh quan tr?ng phát âm và nói h?n .",0,0
trong l?p th?y luôn tác ??ng ?? l?p t? giác phát bi?u nêu ý ki?n .,1,0
d?y nhi?u ki?n th?c ngoài .,1,0
"danh sách l?p phân b? không ??u , s? sinh viên nhi?u h?n s? máy trong phòng lab .",0,1
vui nh?n .,1,0
"tuy nhiên , s? l??ng nhi?m v? nhi?u quá .",0,1
gi?ng k? h?n ? v?n ?? chính c?a môn h?c .,1,0
"gi?ng viên gi?ng d?y không quan tâm ??n sinh viên , hi?u hay không !",0,0
kh? n?ng truy?n ??t không ???c hi?u qu? .,0,0
"không cho nhi?u bài t?p v? ph?n m?ch ch?n l? , m?ch so sánh .",0,0
"th?y d? tính , nhi?t tình .",1,0
gi?ng viên d? tính g?n g?i v?i h?c sinh .,1,0
"th?y yêu c?u cao v? ?? án , h?i chi ti?t , mong th?y có th? nh? tay h?n v?i các em khóa sau .",0,0
chép ph?t .,0,0
"sinh viên g?i mail nh?ng có l? th?y "" b?n "" nên không th?y th?y tr? l?i .",0,0
cách th?y wzjwz173 ch?m ?i?m quá trình quá g?t .,0,0
"nhi?t tình , vui tính , gi?ng d?y d? hi?u .",1,0
"cô nói nhanh và làm sinh viên r?i h?n khi gi?i thích , di?n ??t khó hi?u .",1,0
tr? gi?ng d?y không hi?u gì .,0,0
th?y d?y hay .,1,0
"th?y h?ng hái , nhi?t tình .",1,0
"slide còn h?i khô khan , cách gi?i thích c?a gi?ng viên còn ch?a thuy?t ph?c d? hi?u .",0,1
th?y d?y t?n tình d? hi?u .,1,0
"gi?ng viên theo dõi , giám sát quá trình th?c hành t?t .",1,0
nó có ngh?a là ? phòng th?c hành m?ng có th? áp dung cho m?t hay hai phòng ??u nên có giáo viên tr?c .,0,2
ki?n th?c t?t .,1,0
"c?n có nh?ng câu h?i , ?? c??ng ôn t?p do giao viên so?n th?o ?? sinh viên có h??ng ôn t?p n?i dung tr?ng tâm .",0,0
th?y d?y nhi?u ?i?u m?i .,1,0
"th?y nhi?t tình , vui tính .",1,0
cho nhi?u bài t?p v?n d?ng .,1,1
"tâm huy?t , nhi?t tình .",1,0
thông báo v?i sinh viên ?i n?p ngày 27 nh?ng công ty không làm vi?c .,0,1
gi?ng th?y nói nh? và h?i khó nghe .,0,0
?i d?y tr? .,0,1
bài t?p h?i ít .,0,1
"th?y ??n l?p r?t ?úng gi? , h?u nh? g?n 90% là ??n l?p d?y r?t ?úng gi? .",1,0
th?y d?y nhi?t tình và d? hi?u .,1,0
kh? n?ng truy?n ??t còn ch?a t?t .,0,0
gi?ng viên c?p nh?t r?t nhanh các tin t?c công ngh? .,1,0
"nên gi?ng h?t ch??ng trình r?i cho sinh viên tìm hi?u nghiên c?u , vì có nh? th? sinh viên s? không m?t th?i gian và m?c ?? hi?u và ?ng d?ng ???c cao h?n .",0,1
chính vì gi?ng viên tuân th? slide nên em không th? v??t qua bài c? t??ng v?i s? ?i?m mong mu?n .,0,0
"?i tr? , làm vi?c riêng trong gi? d?y .",0,0
c?n gi?ng bài b?ng ti?ng anh nhi?u h?n .,0,1
nên t?ng th?i l??ng 3 ti?t 1 bu?i thành 4 ti?t 1 bu?i ?? sinh viên ti?p thu nhi?u ki?n th?c h?n .,0,1
"th?y r?t r?t là d? hi?u em t? không hi?u h?c th?y là hi?u , th?y d?y sâu v?n ?? , ví d? r?t rõ ràng ?i t? d? ??n nâng cao very good .",1,0
nên có các bu?i thuy?t trình theo nhóm b?ng ti?ng anh .,0,0
lý thuy?t liên h? v?i th?c t? d? hình dung và hi?u rõ v?n ?? .,1,1
"gi?ng viên gi?ng bài d? hi?u , có ví d? minh h?a c? th? t?ng ph?n giúp sinh viên hi?u k? h?n v? v?n ?? ???c ?? c?p ??n ? .",1,0
mong gi?ng viên ??a tài li?u gi?ng d?y lên m?ng cho sinh viên nghiên c?u tr??c khi thi vì trong tài li?u tr??c c?ng tr??ng bán thi?u r?t nhi?u chi ti?t quan tr?ng .,0,0
gi?ng viên t??ng tác t?t .,1,0
b?t ??u ti?t h?c là 7h30 nh?ng 8h gi?ng viên m?i ??n l?p .,0,0
"gi?ng viên lên l?p ?úng gi? , nhi?t tình gi?ng d?y .",1,0
n?i dung ?úng chuyên môn và th?c ti?n .,1,1
"th?y quá nhi?t tình , n?i dung gi?ng d?y m?i l? .",1,0
gi?ng viên c?n trau d?i kh? n?ng truy?n ??t bài gi?ng .,0,0
"??n l?p mu?n 15 phút , ra s?m t? 15 ??n 30 phút .",0,1
m?i th? ??u t?t .,1,3
"cô c?n c?i thi?n thêm vi?c s? d?ng hi?u qu? moodle , có vài ?ng d?ng trên ??y cô v?n ch?a n?m ???c .",0,0
c?n nh?ng có ví d? minh h?a c? th? và th?c hành ?? hi?u rõ ???c ph?n lý thuy?t sau khi h?c .,0,0
ch?a chú ý ??n sinh viên l?m .,0,0
quá gi? .,0,0
ch?a ?i sâu vào chuyên môn c?n thi?t .,0,0
c?n có nhi?u bài h?c th?c t? h?n n?a .,0,1
c?n ??y m?nh ti?ng anh liên quan ??n ngành .,0,1
c?m giác thi?u thi?n c?m .,0,0
c?n phân chia trình ?? gi?a các b?n ?? chia l?p rõ ràng h?n .,0,1
"th?y vui tính , nhi?t tình gi?ng bài d? hi?u .",1,0
d?y nhi?t tình .,1,0
gi?i bài t?p giúp sinh viên rèn khá nhi?u .,1,0
"giáo viên nhi?t tình , gi?ng khá hay .",1,0
"vui v? , t?n tâm !",1,0
"th?y d?y t?t , vui v? .",1,0
c?n gi?ng d?y nh?ng v?n ?? c?n gi?i quy?t m?t cách xúc tích và d? hi?u .,0,0
"gi?ng gi?i t?n tâm , d?y k? giúp sinh viên hi?u bài .",1,0
"th?y t?n tâm , nhi?t tình , gi?ng bài d? hi?u .",1,0
"thay hình th?c thi gi?a k? t? lu?n b?ng thi tr?c nghi?m , m? l?p ??ng ký th?c hành s?m ?? sinh viên không b? ??ng ký trùng l?ch .",0,1
"cu?i cùng , báo cáo ?? án , nhóm mình mà không báo cáo ?? án c?a mình , mà ph?i ?i báo cáo ?? án c?a nhóm khác .",0,3
gi?ng viên r?t t? .,0,0
"chia % ?i?m bài t?p , % ?i?m thi th?c hành ch?a h?p lý .",0,0
"có vài bu?i th?y "" t?n d?ng "" t?i em ?? khiêng bàn gh? cho tr??ng , c?ng vui nh?ng h?i m?t .",0,0
gi?ng viên cung c?p nhi?u c? h?i th?c hành và phát tri?n các k? n?ng cho sinh viên .,1,0
"gi?ng viên nhi?t tình , truy?n ??t t?t .",1,0
nên thông báo v? ch??ng trình h?c c?a môn h?c ?? sinh viên bi?t tr??c khi ??ng ký môn h?c ??c bi?t là ngôn ng? ???c s? d?ng trong ch??ng trình h?c .,0,1
các bu?i training giúp sinh viên bám sát v?i c?u trúc ?? thi .,1,1
"gi?ng viên thân thi?n , vui v? , nhi?t tình , r?t quan tâm ??n sinh viên .",1,0
"d?y nhi?t tình , thêm ki?n th?c bên ngoài .",1,0
tho?i mái .,1,3
hay trao ??i v? bài d?y v?i sinh viên .,1,0
?? thi quá dài không phù h?p v?i l??ng th?i gian thi .,0,1
th?c hành ?a s? sinh viên không hi?u .,0,1
"seminar thì lung tung , không rõ ràng .",0,1
nên quan tâm ??n sinh viên nhi?u h?n .,0,0
nhi?t tình trong công tác d?y h?c .,1,0
"ch?a bài t?p ??y ?? , nhi?t tình .",1,0
em r?t hài lòng v? phong thái c?a cô .,1,0
"gi?ng viên h?i thi?u quan tâm t?i sinh viên , nh?ng v?n ?? th?c m?c c?a sinh viên ch?a gi?i ?áp t?n tình .",0,0
"?i tr? ba bu?i không ???c ?i?m danh tr? , m?t bu?i th?y t? ch?i ?i?m danh tr? .",0,0
??u ??u không rõ ngh?a .,0,1
th?y d?y m?i th? ??u ok h?t ? .,1,0
cô t?n tâm nhi?t tình giúp ?? cho sinh viên .,1,0
"th?y gi?ng d? hi?u , hài h??c !",1,0
cô cho nhi?u bài t?p r?t hay và b? ích .,1,0
không h? tr? nhi?t tình .,0,0
c?n h??ng d?n nhi?u h?n v? ph?n bài t?p .,0,0
nên chú tr?ng bài t?p h?n lý thuy?t .,0,1
th?y hay gi?ng ki?n th?c cao siêu quá nên g?n nh? em không hi?u bài m?c dù th?y r?t t?n tình colonsadcolon .,0,0
"c?n cung c?p ?? c??ng chi ti?t c?a môn h?c khi b?t ??u h?c k? , h??ng d?n và cung c?p cho sinh viên tài li?u v? môn h?c ???c nhi?u h?n , ??y ?? h?n .",0,1
"giáo viên nhi?t tình , bài gi?ng d? hi?u .",1,0
"h? th?ng ki?n th?c ???c th?y cung c?p khá nhi?u , logic và thi?t th?c .",1,0
cho nhi?u ví d? d? hi?u .,1,0
không bi?t th?y d?y cái gì c? !,0,0
môn này theo em thì nên gi?ng d?y ? hình th?c 1 s? giúp sinh viên n?m b?t ???c ki?n th?c t?t h?n .,0,1
giáo viên có nhi?u kinh nghi?m .,1,0
ph?n ?i?m tích c?c theo nh? th?y ?ánh giá là không h?p lý và công b?ng cho t?t c? sinh viên n?u ?i?m ?ó ???c tính là wzjwz59 % trong t?ng ?i?m .,0,0
"môn h?c 2 cái ?? án , ?? án lý thuy?t thì không liên quan ??n n?i dung môn h?c d?n ??n khó hi?u .",0,1
"tóm l?i , ki?n th?c t?ng quan thì có th? ti?p nh?n nh?ng ki?n th?c v? chi ti?t n?i dung thì m?p m? .",0,1
trang b? thêm sách bài t?p .,0,2
"gi?ng d?y ng?n g?n , d? hi?u , nhi?t tình .",1,0
cô giáo nói rõ ràng d? hi?u .,1,0
"?? ki?m tra không phù h?p v?i các d?ng bài ???c h??ng d?n trong l?p , ra ki?m tra các d?ng bài m?i , phân b? n?i dung trong bài ki?m tra không ??ng ??u v?i n?i dung gi?ng d?y .",0,1
th?y còn h??ng d?n k? t?i sao nh?ng dòng code ho?t ??ng và không ho?t ??ng .,1,0
theo sát k? sinh viên .,1,0
ch?t l??ng môn h?c r?t t?t .,1,1
ít nhi?t tình .,0,0
nên t?ng c??ng các bài t?p v? nhà .,0,1
sau ?ó th?y cho l?i gi?i sau vài tu?n .,0,0
"tài li?u , n?i dung bài h?c th?y wzjwz197 cung c?p ??y ?? , chi ti?t .",1,0
giáo viên không giúp ?? sinh viên th?c hành .,0,0
"thì r?t tho?i mái , d? g?n g?i , hay c??i .",1,0
th?y d?y h?i ch?m chút .,0,0
gi?ng viên c?n ph?i có ph??ng pháp d?y hay h?n ?? sinh viên y?u có h?ng thú ??i v?i môn h?c .,0,0
"truy?n ??t t?t , t?n tâm , nhi?t tình v?i sinh viên .",1,0
không d?y bài t?p cho sinh viên .,0,1
cô d?y không có ?i?m nh?n c? ??u ??u cho ??n h?t bu?i .,0,0
cô t?n tâm v?i sinh viên .,1,0
"gi?ng bài d? nghe , d? hi?u , có nhi?u ví d? minh h?a .",1,0
cô khá hi?n và cho nhi?u bài t?p .,0,0
cô d?y nhi?t tình và khá hay .,1,0
"thái ?? ??i v?i sinh viên không t?t , d?n ??n vi?c c?m th?y không tho?i mái khi h?c .",0,0
c?n phát các bài ki?m tra còn t?n ??ng .,0,0
"gi?ng viên d?y r?t nhi?t tình , t?o s? tho?i mái trong l?p h?c làm sinh viên h?ng thú khi ??n l?p .",1,0
"quá nhi?u , quá lan man .",0,1
"nhi?t tình , gi?ng k? .",1,0
"th?y d?y r?t nhi?t tình , ch?m chú sinh viên coloncontemn .",1,0
không gi?i ?áp th?c m?c c?a sinh viên mà b?t t? tìm hi?u .,0,0
gi?ng viên có tâm và có tinh th?n gi?ng d?y .,1,0
nhi?u bài t?p hay .,1,1
"nên c?p nhât giáo trình , tài liêu vì tài li?u t? 10 n?m tr??c , r?t c? so v?i hi?n nay .",0,1
"lúc ??u h?c th?y r?t ghét vì th?y gi?ng khó hi?u và b?t làm nh? th? "" trên tr?i d??i ??t "" .",0,0
"th?y gi?ng hay , truy?n c?m h?ng , t?o h?ng thú nghe gi?ng .",1,0
"còn visual basic em th?y không c?n thi?t , nên rút ng?n th?i gian gi?ng d?y l?i thay vì m?t g?n n?a h?c k? ?? gi?i thi?u khái quát v? visual basic .",0,1
tr?i nóng quá và máy chi?u quá xa v?i l?p ?ông h?c sinh .,0,2
"h?c phòng elab quá r?ng , phân tán sinh viên làm gi?ng viên khó t??ng tác tr?c ti?p v?i sinh viên .",0,2
trao ??i nhi?u v?i sinh viên .,1,0
?? ngh? chuy?n t?t c? các l?p toán và lý sang phòng h?c dùng b?ng và ph?n vi?t .,0,1
"n?i dung môn h?c còn m?i , khá n?ng , quá nhi?u ki?n th?c gây khó kh?n cho sinh viên trong vi?c ti?p thu .",1,1
"giáo viên d? th??ng , nhi?t tình , tâm huy?t và công b?ng .",1,0
nhi?u b?n vào ???c anh v?n 1 và lên ???c anh v?n 2 cho dù không bi?t gì v? môn anh v?n .,0,3
không liên quan hay h? tr? gì cho ngành h?c .,0,1
"ki?n th?c cung c?p cho sinh viên khá ít c?ng nh? ch? trong khuôn m?u , c?n có thêm nhi?u ki?n th?c cho th?c t? , ?? các sinh viên thu?c các khoa khác n?m rõ h?n và có th? tìm hi?u và x? lý trong cu?c s?ng n?u g?p ph?i .",0,1
"bài t?p l?n n?m nay khá hay , tuy nhiên gi?ng viên ch?a h??ng d?n sinh viên làm nhi?u .",0,1
quá t?p trung vào slide .,0,1
"t? t? duy , sáng t?o ra bài h?c .",1,0
nh? th? làm bài th?t nhàm chán .,0,1
em ngh? nên có nhi?u tài li?u h?c t?p h?n .,0,1
c?n chú tr?ng k? n?ng nghe nói nhi?u s? hi?u qu? h?n .,0,0
"phong cách gi?ng d?y c?a gi?ng viên r?t không thu hút sinh viên , và n?i dung gi?ng d?y không ?áp ?ng ???c l??ng ki?n th?c c?n thi?t làm cho sinh viên không có h?ng thú h?c t?p , ph?i sang l?p h?c khác , ho?c có khi ngh? h?c ??n g?n h?t l?p .",0,0
